20021126,0.00
20030611,-2.87
20040609,2.22
20050608,3.98
20050901,-28.57
20060607,0.00
20070222,-33.33
20070621,-3.72
20070830,5.56
20071211,-20.00
20080305,33.33
20080630,3.94
20080903,-14.29
20081208,2.44
20090306,100.00
20090629,1.95
20090904,-5.41
20091208,5.00
20100308,14.29
20100624,3.43
20101207,7.89
20110309,N/A
20110623,-0.47
20110901,5.13
20111201,-11.76
20120307,-120.00
20120626,-0.49
20120905,2.56
